restaurant_name,location,cuisine,estimated_cost,rating
Biryani Treats,new bel road,biryani,650.0,2.5
Qooked Restaurant,new bel road,"south indian, andhra, chinese, north indian",300.0,3.3
GET ur FIX @ Chote Miya,new bel road,fast food,300.0,3.3
Ice Magic,new bel road,"ice cream, fast food, beverages, burger, desserts, juices",250.0,3.4
Midnight Hunger Project,new bel road,"north indian, south indian, chinese",300.0,3.2
Doner Bel,new bel road,"turkish, chinese",400.0,3.4
Shawarma & Kolkata Rolls,new bel road,"rolls, fast food",100.0,3.3
Om Sai Ram Food Junction,yeshwantpur,north indian,200.0,3.7
Tasty Fast Food,new bel road,"north indian, chinese",250.0,3.2
Patville,new bel road,desserts,300.0,3.1
Belly Doze,new bel road,"north indian, mughlai, chinese",600.0,3.6
Tripti Hotel & Restaurant,new bel road,"biryani, south indian, north indian",200.0,3.6
Mayuri,new bel road,"andhra, north indian, chinese",700.0,2.5
Food Feed Restaurant,new bel road,"arabian, chinese, kerala, north indian",750.0,3.7
Frosted Memories,hebbal,bakery,200.0,4.0
Royal Beans,yeshwantpur,desserts,400.0,3.8
The Higher Taste,sanjay nagar,"north indian, fast food",350.0,3.3
Bonbonbite,jalahalli,"bakery, desserts",450.0,3.5
Bengaluru Cafe,sanjay nagar,south indian,150.0,3.3
Mr. Chef,new bel road,"north indian, chinese, biryani",500.0,3.2
Mabra Family Restaurant,sanjay nagar,"north indian, chinese",450.0,3.1
Kuttanadu Family Restaurant,jalahalli,"seafood, south indian",600.0,3.6
Kadamba Gardenia,jalahalli,"south indian, chinese, north indian, street food",400.0,3.6
Atithi Satkar,sanjay nagar,"south indian, north indian, fast food, chinese",400.0,3.7
Kolkata Refreshments,sanjay nagar,"bengali, fast food",200.0,3.0
Samba Shake N Juice,sanjay nagar,"fast food, juices",200.0,3.5
Sea Salt,sahakara nagar,"south indian, seafood",600.0,3.7
Hattke,sahakara nagar,"north indian, south indian",350.0,3.5
Midnight Hunger Solutions 24/7,sanjay nagar,"north indian, mughlai, chinese",500.0,3.0
Star Food County,sanjay nagar,fast food,300.0,3.4
Sketches,sahakara nagar,"south indian, fast food",350.0,3.5
Abzain Paradise,sanjay nagar,north indian,300.0,2.9
Kusum Rolls,new bel road,street food,300.0,3.6
Hyderabad Biryaani Palace,sahakara nagar,"north indian, chinese, biryani",600.0,3.0
Kalkata Kati Roll,sahakara nagar,"fast food, rolls",150.0,3.3
Amrita Nadia Sweets,jalahalli,mithai,400.0,3.2
BOX8- Desi Meals,new bel road,"north indian, mughlai, fast food",500.0,4.4
Mojo Pizza - 2X Toppings,new bel road,pizza,600.0,4.2
Corner House Ice Cream,new bel road,"ice cream, desserts",400.0,4.5
The Waffle Yard,new bel road,"desserts, fast food",300.0,4.2
Amma's Pastries,new bel road,"bakery, desserts",400.0,3.9
Kanti Sweets,new bel road,"mithai, street food",400.0,4.0
KC Das - Sweet House,new bel road,"mithai, street food",200.0,3.0
Lassi Shop,new bel road,"beverages, ice cream",200.0,3.6
Sri Krishna Bhavan Sweets,sanjay nagar,"mithai, street food",350.0,3.9
Bengal Sweets,jalahalli,"mithai, street food",300.0,3.9
1522 - The Pub,new bel road,"chinese, continental, north indian",1400.0,4.3
The Light House Restaurant,new bel road,"north indian, chinese, seafood",500.0,4.2
Chin Lung Resto-Bar,new bel road,"north indian, chinese, fast food",1000.0,4.0
Sangria Wine Lounge,new bel road,"continental, chinese",1000.0,4.0
Obsidian Sports and Music Bar -Gokulam Grand Hotel &...,new bel road,continental,2000.0,3.7
Hotel Panchami Grand,new bel road,"chinese, north indian, south indian",550.0,3.5
Kanti Sweets,jalahalli,"mithai, street food",400.0,3.5
H3O,new bel road,"north indian, chinese",1000.0,3.2
Shahi Darbar Roll Centre,new bel road,"street food, rolls",400.0,3.9
Panchami Garden,new bel road,"south indian, north indian, chinese",300.0,3.3
G8 Punjabi Tadka,new bel road,north indian,200.0,3.7
The Krishna Grand,new bel road,"north indian, south indian",400.0,3.8
KL-58 Thalassery Cafe,new bel road,kerala,200.0,3.5
Banashankari Restaurant,new bel road,south indian,400.0,3.6
Sultan Rolls & Sandwiches,new bel road,"fast food, rolls",300.0,3.9
Majaa Thindi,new bel road,south indian,100.0,3.9
Kolkata Famous Katti Rolls,new bel road,rolls,200.0,3.5
Paratha Club,new bel road,north indian,200.0,3.6
Gupshap,new bel road,south indian,300.0,3.5
Donne Biryani & Egg Rice Adda,new bel road,"kebab, biryani",200.0,3.3
Kolkata Hot Roll,new bel road,rolls,150.0,3.4
Sun Cafe,new bel road,"north indian, chinese, rolls",300.0,3.3
Five Star Chicken,new bel road,"fast food, burger",300.0,3.7
Donne Biryani Mane,new bel road,biryani,300.0,3.8
Kishi's Cafe,sahakara nagar,"fast food, street food",500.0,3.5
Shree Sagar,yeshwantpur,"south indian, north indian, chinese",450.0,2.9
South Saviruchi,jalahalli,south indian,250.0,3.3
Kamat Upahaar,jalahalli,"south indian, north indian",200.0,2.8
KurryWheels,north bangalore,"north indian, chinese",200.0,3.4
LOFT38,indiranagar,"italian, bbq, asian, fast food",1900.0,4.3
Mainland China,indiranagar,chinese,1700.0,4.4
Dhaba - Estd 1986 Delhi,indiranagar,"north indian, mughlai, desserts",1500.0,4.4
Flavors of India,domlur,"north indian, south indian, andhra, mughlai",600.0,3.5
Cup Chronicles Cafe,indiranagar,"continental, desserts, beverages",450.0,3.9
Loveshack,domlur,"continental, pizza, north indian, goan, cafe",1600.0,4.0
The Ants Cafe & Store,indiranagar,"cafe, italian, fast food",800.0,3.9
Django,indiranagar,"beverages, italian, pizza, burger",800.0,4.0
Lakeview Milkbar,indiranagar,"fast food, desserts, cafe",600.0,2.9
Barista,domlur,cafe,300.0,3.6
Costa Coffee,indiranagar,cafe,500.0,3.8
Raenss Cafe,indiranagar,"cafe, fast food",600.0,2.4
BOX8- Desi Meals,old airport road,"north indian, mughlai, fast food",500.0,4.3
Zawaa Foods,old airport road,"continental, south indian, north indian, arabian",400.0,3.4
Mojo Pizza - 2X Toppings,old airport road,pizza,600.0,4.2
Leon Grill,jeevan bhima nagar,"burger, fast food",500.0,4.2
Andal Mess,indiranagar,"south indian, north indian",300.0,3.2
Donne Biriyani Mane,indiranagar,"biryani, mughlai",350.0,3.8
Sri Udupi Park,old airport road,"south indian, north indian, chinese, beverages",300.0,3.7
Cheesy Juicy Burgers,indiranagar,"fast food, burger, sandwich, beverages",300.0,3.8
Cream Stone,indiranagar,"desserts, beverages",300.0,4.2
The Fatty Bao - Asian Gastro Bar,indiranagar,"japanese, sushi, asian",1200.0,4.6
Subway,cv raman nagar,"healthy food, sandwich, salad",500.0,3.6
Anand Sweets and Savouries,old airport road,"mithai, fast food",400.0,4.0
Keventers,indiranagar,"beverages, desserts, ice cream",400.0,4.0
Mani's Dum Biryani,jeevan bhima nagar,"biryani, andhra",750.0,4.0
AutoExpress - Hot Dogs,indiranagar,"fast food, hot dogs",300.0,3.7
Le Casse CroÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ»te,thippasandra,"fast food, sandwich",800.0,4.4
Dhyaana,indiranagar,"cafe, healthy food, fast food, beverages",600.0,4.3
Roll Over,indiranagar,"ice cream, beverages, fast food",500.0,4.2
Just Eat,indiranagar,"north indian, chinese, beverages",500.0,3.4
Taiki,indiranagar,"asian, japanese, korean, thai, sushi",1200.0,4.4
New Tandoor,cv raman nagar,"north indian, chinese, mughlai, rolls",550.0,3.5
Taza Tawa,jeevan bhima nagar,"north indian, chinese, kebab, beverages",550.0,3.8
Manju's Kitchen,indiranagar,chinese,300.0,3.3
Just Kulfi,jeevan bhima nagar,"ice cream, fast food",400.0,3.5
Peace Restaurant,indiranagar,"chinese, tibetan, north indian",500.0,2.7
Red Chilliez,thippasandra,"north indian, chinese, seafood, mangalorean",650.0,3.5
Srinathji's,indiranagar,"street food, chinese, italian, north indian",800.0,3.6
Domino's Pizza,cv raman nagar,"pizza, fast food",400.0,3.0
Biriyani Zone,cv raman nagar,"biryani, north indian, chinese, seafood",800.0,3.7
Supreme Biryani,east bangalore,biryani,500.0,3.4
Singh Saab,indiranagar,"north indian, chinese, mughlai",800.0,3.7
McDonald's,old airport road,"burger, fast food",500.0,3.0
Burger Bite House,old airport road,"burger, fast food",500.0,3.1
Wangs Kitchen,indiranagar,chinese,700.0,2.5
Mad Over Biryani,indiranagar,"north indian, biryani",600.0,3.5
Cake Dilim,kaggadasapura,"bakery, desserts",400.0,3.3
Meat and eat,kaggadasapura,"fast food, burger",500.0,3.2
Green G Juice Bar,indiranagar,"ice cream, fast food, beverages",200.0,3.5
Brea,jeevan bhima nagar,"bakery, fast food",300.0,3.4
Sai Donne Biryani,indiranagar,"north indian, biryani",300.0,3.3
Dashabhuja Kitchen & Catering,thippasandra,"north indian, chinese",400.0,3.0
CakeBerries,old airport road,"bakery, desserts",200.0,3.7
Viceroy's Sarathi,indiranagar,"north indian, chinese, mughlai",750.0,3.8
Chatora Singh,old airport road,"north indian, fast food",200.0,3.9
Sweet Chariot,jeevan bhima nagar,"bakery, fast food",500.0,3.5
Fresh Bowl,old airport road,"chinese, north indian, fast food",400.0,3.3
Shree Durga,old airport road,"north indian, chinese, seafood",500.0,3.2
Nandanavanam,old airport road,south indian,300.0,3.3
Juicemaker,old airport road,"beverages, fast food",400.0,3.4
FTB Restaurant,thippasandra,"north indian, bengali, chinese, seafood",500.0,3.6
Namdhari's Salad Bar,indiranagar,"salad, fast food",400.0,3.9
Just Bake,old airport road,bakery,400.0,2.7
Bhartiya Jalpan,indiranagar,"north indian, street food",700.0,4.1
Santrupthi Khanavalli,cv raman nagar,south indian,200.0,3.4
Kasol Cafe,indiranagar,"bengali, continental",400.0,3.7
California Burrito,domlur,"mexican, fast food",400.0,4.1
Bangalore Grill House,thippasandra,"arabian, bbq, mexican",300.0,3.2
Indian Spicy Food,old madras road,"north indian, south indian",200.0,3.2
New Khaayaal's Restaurant,cv raman nagar,"north indian, chinese, rolls",500.0,3.0
White Olives,thippasandra,"chinese, north indian",300.0,3.4
Bombay Kulfis,jeevan bhima nagar,ice cream,200.0,3.3
Southease,jeevan bhima nagar,south indian,400.0,3.5
Sweet Truth,old airport road,"bakery, desserts",500.0,4.3
Kanti Sweets,old airport road,"mithai, street food",400.0,4.1
The Cake Post,old airport road,"bakery, desserts",900.0,3.4
Amma's Pastries,thippasandra,"bakery, desserts",400.0,4.0
Chill Out,thippasandra,"juices, desserts",150.0,3.4
Natural Ice Cream,indiranagar,"ice cream, beverages",200.0,4.6
Odia Dine,old airport road,"oriya, north indian",400.0,3.8
Pizza Hut,old airport road,"pizza, fast food",750.0,3.7
Breezes - Hotel Pigeon International,old airport road,"north indian, continental",900.0,3.5
Cafe Coffee Day,old airport road,"cafe, fast food",900.0,2.8
Domino's Pizza,old airport road,"pizza, fast food",400.0,2.8
Madurai Idly Shop,old airport road,"south indian, chinese",200.0,3.4
Faasos,old airport road,"north indian, biryani, fast food",500.0,3.9
Meat And Eat (ME),old airport road,"fast food, burger",500.0,3.6
Sree Abhiruchi,thippasandra,"andhra, biryani",400.0,3.4
Goli Vada Pav No. 1,thippasandra,street food,200.0,3.0
Nevermind - Bar & Social,indiranagar,"continental, asian, modern indian",2000.0,4.4
The Black Rabbit,indiranagar,"continental, finger food",1500.0,4.3
SantÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Spa Cuisine,indiranagar,"healthy food, salad, mediterranean",1000.0,4.9
MISU,indiranagar,"asian, japanese, korean, indonesian, malaysian, singaporean",1700.0,4.4
Plan B,indiranagar,"continental, bbq, steak",1100.0,4.1
The Tiny Taproom,indiranagar,"south indian, north indian, chinese, continental",800.0,3.5
Cafe Ritzz,indiranagar,"north indian, chinese",700.0,3.6
Happenwell Cafe Lounge,indiranagar,"north indian, chinese, continental, seafood",300.0,3.7
Lakshmi Bhog Sweets and Snacks,cv raman nagar,"chinese, north indian",250.0,3.4
Subway,indiranagar,"healthy food, sandwich, salad",500.0,2.4
Sizzling Tandoor,domlur,"lebanese, mughlai, north indian",500.0,3.1
Mini Wok,thippasandra,chinese,400.0,3.4
Barbeque Nation,rajajinagar,"north indian, european, mediterranean, bbq, kebab",1600.0,4.5
Kava - Fairfield by Marriott,rajajinagar,"north indian, south indian, continental",1800.0,4.0
1947,rajajinagar,"north indian, chinese, continental",1000.0,3.9
West Wood,seshadripuram,"north indian, chinese, continental",1000.0,3.7
The Orchid,majestic,"north indian, continental",1400.0,3.7
Cafe Coffee Day,rajajinagar,"cafe, fast food",900.0,3.0
Cafe Mamma Mia,basaveshwara nagar,"continental, italian, cafe, beverages, desserts",600.0,3.7
By Two Coffee,basaveshwara nagar,"south indian, cafe",300.0,3.3
Hotel Karavali Food Point,vijay nagar,"mangalorean, south indian, north indian",400.0,3.8
FreshMenu,west bangalore,"continental, asian, healthy food, burger, biryani, pizza, italian, fast food",450.0,3.3
Sri Ayodhya Veg,vijay nagar,"south indian, north indian",300.0,4.0
Al-Sidique,vijay nagar,"north indian, chinese",400.0,4.0
South Ruchis,vijay nagar,"north indian, south indian, chinese",850.0,3.9
Al-Bek,rajajinagar,"mughlai, chinese",700.0,4.1
Al Sadique,magadi road,"north indian, mughlai, chinese, rolls",450.0,3.9
Mangalore Kitchen,vijay nagar,"north indian, arabian, chinese",500.0,3.8
Gowdru Hotel,vijay nagar,"biryani, south indian",250.0,3.9
Eat At Nite,frazer town,"north indian, chinese, rolls, andhra",400.0,3.3
Food Zone,basaveshwara nagar,"north indian, chinese",400.0,3.7
Hotel Prakruthi,vijay nagar,south indian,350.0,3.8
KFC,basaveshwara nagar,"burger, fast food",400.0,3.8
Burger King,rajajinagar,"burger, fast food, beverages",600.0,3.9
Sagar Restaurant & Chats,vijay nagar,"south indian, north indian, chinese",500.0,3.6
Pizza Hut,basaveshwara nagar,"pizza, fast food",750.0,3.6
Sri Durga Chats and Juice,vijay nagar,"fast food, street food, juices",150.0,4.0
Faasos,rajajinagar,"north indian, biryani, fast food",500.0,3.9
Hotel Halli Nenapu,rajajinagar,south indian,500.0,3.2
Navab's,basaveshwara nagar,"north indian, mughlai, chinese",600.0,4.0
Nisarga,basaveshwara nagar,"andhra, north indian, chinese",500.0,3.6
Big Bite,vijay nagar,"fast food, street food, beverages, chinese",400.0,4.0
Wat-a-Biryani,basaveshwara nagar,biryani,500.0,3.0
Firangi Bake,rajajinagar,"mexican, italian",600.0,3.8
Five Star Chicken,rajajinagar,fast food,200.0,3.5
Ayodhya Sagara,basaveshwara nagar,"chinese, north indian, south indian",200.0,3.8
Kushi Meals,rajajinagar,fast food,200.0,2.8
Savi Sagar,rajajinagar,"south indian, chinese, north indian",450.0,3.2
Flodeis,vijay nagar,"desserts, ice cream, beverages",300.0,3.4
Coastal Express,malleshwaram,"north indian, chinese, biryani, seafood, fast food, beverages",500.0,3.4
Hotel New Panchavati,vijay nagar,"north indian, chinese, biryani, south indian",600.0,3.6
Al Taj Fast Food,vijay nagar,"fast food, north indian, south indian, chinese",600.0,3.2
Frosty Bite,vijay nagar,"beverages, juices",150.0,3.3
Tango Sandwich King,basaveshwara nagar,"fast food, sandwich",200.0,3.5
Coastal Curry,vijay nagar,"north indian, andhra, chinese, seafood",350.0,3.5
Srinidhi Sagar,vijay nagar,"south indian, north indian, chinese",300.0,3.4
Chawla's 2 Online.com,basaveshwara nagar,north indian,800.0,3.9
Cafe Coffee Day,vijay nagar,"cafe, fast food",900.0,3.5
Keventers,malleshwaram,"beverages, desserts, ice cream",400.0,3.7
Oyalo,magadi road,pizza,300.0,3.0
Mallige Ootada Mane,vijay nagar,south indian,300.0,3.3
Mouthful,vijay nagar,"fast food, steak",300.0,3.7
Sultan's Restaurant,magadi road,"hyderabadi, biryani",200.0,3.2
McDonald's,basaveshwara nagar,"burger, fast food",500.0,2.9
Ayodhya Food Line,nagarbhavi,"south indian, north indian, fast food, chinese",250.0,3.4
Jai Bhavani Savaji Hotel,vijay nagar,"south indian, biryani",400.0,2.9
Raj Bhog,rajajinagar,"north indian, fast food",500.0,3.4
Brew Bakes Cafe,vijay nagar,"cafe, beverages",600.0,3.7
Ibaco,rajajinagar,"desserts, ice cream",300.0,3.6
Rolling Waffles,basaveshwara nagar,desserts,250.0,3.8
Shree Mahalakshmi Sweets,vijay nagar,"mithai, street food",100.0,3.8
Havmor,basaveshwara nagar,"ice cream, desserts",200.0,3.8
Cafe Udupi Ruchi,vijay nagar,"south indian, north indian, street food",350.0,4.0
Robin Brown Ice Creams,rajajinagar,"ice cream, fast food",200.0,3.5
Stoned Monkey,basaveshwara nagar,"desserts, ice cream",500.0,4.1
Vayam Veg Fine Dine,magadi road,"north indian, south indian, chinese, mexican",700.0,3.8
Petoo,rajajinagar,"north indian, fast food, street food",800.0,3.9
Rotti Mane,vijay nagar,south indian,200.0,3.5
Hatti Kaapi,malleshwaram,"south indian, beverages",200.0,3.7
Lassi Corner,vijay nagar,"beverages, desserts",150.0,3.5
Cafe Bengaluru,magadi road,"fast food, beverages",300.0,3.3
New Savi Sagar,magadi road,"south indian, north indian, chinese, street food",200.0,3.3
Chai Point,malleshwaram,"fast food, beverages",250.0,3.5
Roll Over,basaveshwara nagar,desserts,350.0,3.8
Cave N Dine,basaveshwara nagar,"north indian, chinese, seafood",800.0,3.1
Bhanu Hindi Military Hotel,magadi road,south indian,300.0,3.4
Samudra Restaurant,vijay nagar,"north indian, chinese, seafood",350.0,3.2
Trofi N Treats,vijay nagar,"rolls, fast food",250.0,2.8
Beijing Bites,rajajinagar,"chinese, thai",850.0,3.7
Donne Biriyani Mane,vijay nagar,"biryani, kebab",300.0,3.6
Kettle & Kegs,rajajinagar,"tea, beverages",200.0,3.3
SGS Non Veg - Gundu Pulav,rajajinagar,"biryani, fast food",400.0,3.5
Kubera Veg and Non-Veg,vijay nagar,"andhra, chinese, south indian",300.0,3.4
Savji's Roll 'N' Biryani,vijay nagar,"north indian, chinese, biryani, rolls",250.0,3.9
A2B Veg - Adyar Ananda Bhavan,rajajinagar,"south indian, north indian, chinese, street food, fast food",400.0,2.9
Gowda's Biriyani Corner,vijay nagar,"north indian, south indian, biryani",250.0,3.8
BDBD Banashri Davangere Benne Dose Hotel,vijay nagar,south indian,150.0,3.7
By 2 Coffee,vijay nagar,south indian,100.0,4.3
Nandhana Palace,rajajinagar,"andhra, biryani, north indian, chinese",800.0,4.0
Mayura 1989,rajajinagar,"andhra, continental, chinese",900.0,3.7
New Prashanth Hotel,basaveshwara nagar,"south indian, biryani, chinese, north indian",750.0,3.2
Hotel Karavali Fish Palace,rajajinagar,"seafood, south indian, chinese",400.0,3.8
Brahmins' Thatte Idli,rajajinagar,south indian,100.0,3.9
Shanthi Sagar,basaveshwara nagar,"south indian, north indian, chinese, street food, beverages",400.0,3.8
Donne Biryani House,rajajinagar,biryani,300.0,3.5
Thanco's Natural Ice Cream,rajajinagar,"ice cream, desserts",450.0,3.1
Chickpet Donne Biryani House,vijay nagar,biryani,250.0,3.7
Frozen Bottle,basaveshwara nagar,"beverages, desserts",400.0,3.8
New Shanthi Sagar,rajajinagar,"chinese, fast food, north indian",300.0,3.5
Dharwad Line Bazar Mishra Pedha,rajajinagar,desserts,150.0,3.4
Lassi & Cream,rajajinagar,fast food,200.0,3.2
Dhanya Nati Style Restaurant,rajajinagar,south indian,300.0,3.1
Biriyani Adda,rajajinagar,"biryani, fast food",350.0,3.1
The Cake Factory,rajajinagar,bakery,300.0,3.4
Bombay Kulfis,rajajinagar,ice cream,200.0,3.3
Gowdru Mane Bhaduta,rajajinagar,"north indian, south indian",400.0,3.2
Mallnad Hotel,rajajinagar,"north indian, chinese",300.0,3.2
Shradhi Lunch Home,rajajinagar,"mughlai, north indian, chinese",400.0,3.2
Star Biryani & Kebab Centre,rajajinagar,"biryani, kebab",150.0,3.4
Ambika Biryani Corner,rajajinagar,biryani,300.0,3.5
New Prashantha Naati Corner,rajajinagar,south indian,400.0,3.3
Papanna's Biriyani,basaveshwara nagar,"biryani, south indian",350.0,3.9
MouthFull Of Cake,basaveshwara nagar,desserts,600.0,3.9
Parinitha Biryani Corner,magadi road,"biryani, kebab",300.0,3.3
Benaka Sweets,vijay nagar,mithai,300.0,3.3
Park View Restaurant,vijay nagar,"north indian, chinese, continental",600.0,3.8
Kentaky Fast Food,basaveshwara nagar,"north indian, chinese, seafood",350.0,3.2
Namana Restaurant,basaveshwara nagar,"north indian, chinese, mangalorean",300.0,3.7
Chopstick World,basaveshwara nagar,"chinese, north indian",750.0,4.0
Grits Cafe,magadi road,"fast food, bakery",300.0,3.6
Cake of the day,basaveshwara nagar,desserts,300.0,3.3
Srushti Veg,majestic,"north indian, south indian, chinese",600.0,3.3
Swathi Delux,majestic,"north indian, chinese, andhra",450.0,3.2
Cream and Bakes,basaveshwara nagar,desserts,100.0,3.3
Bansuri Sweets,basaveshwara nagar,"mithai, north indian, street food",250.0,3.5
Cauvery Punjabi Khana,majestic,"north indian, south indian",300.0,3.4
Ma~Ga~Di,vijay nagar,"north indian, south indian, chinese",800.0,3.3
Amma's Pastries,rajajinagar,"bakery, desserts",400.0,3.8
Just bake,rajajinagar,bakery,400.0,3.5
Sweet Chariot,rajajinagar,"bakery, fast food",500.0,3.3
Shanthala Icecreams,rajajinagar,"ice cream, desserts",150.0,3.4
Asha Sweets Centre,rajajinagar,"mithai, street food",250.0,3.7
Bakers Paradise,rajajinagar,"bakery, desserts, beverages",100.0,3.0
Natural Ice Cream,basaveshwara nagar,"ice cream, beverages",200.0,4.2
Ice Fort,basaveshwara nagar,ice cream,300.0,3.7
Pavitra Paradise,basaveshwara nagar,"bakery, desserts",200.0,3.8
Keventers,basaveshwara nagar,"beverages, desserts, ice cream",400.0,3.7
Kulfi Story,malleshwaram,desserts,100.0,3.5
Asha Food Camp,rajajinagar,"desserts, north indian, chinese",700.0,4.0
Kava Bar - Fairfield By Marriott,rajajinagar,"north indian, south indian, continental",1800.0,3.4
Chord Road Resto-Bar,rajajinagar,"north indian, south indian, chinese",1000.0,3.2
H3O,rajajinagar,"north indian, chinese",1000.0,3.2
Westin - Vyasa Paradise,rajajinagar,"north indian, south indian, chinese",800.0,3.4
White Smoke Barbeque- Fairfield by Marriott,rajajinagar,"mediterranean, bbq",1200.0,4.0
Hotel Aditya,rajajinagar,"south indian, biryani",300.0,4.3
Gulbarga Refreshment,rajajinagar,south indian,300.0,3.2
Domino's Pizza,rajajinagar,"pizza, fast food",400.0,3.9
Charlie Fast Food & Restaurant,rajajinagar,"fast food, street food",200.0,3.0
Gobi Corner,rajajinagar,chinese,200.0,3.6
Hatti Kaapi,rajajinagar,"beverages, south indian",200.0,3.6
New Udupi Grand,rajajinagar,"south indian, north indian, chinese, street food",250.0,3.3
Ganga Sagar,rajajinagar,street food,150.0,3.1
Sannidhi Grand,rajajinagar,"south indian, north indian, chinese",150.0,3.2
Pizza Hut,rajajinagar,"pizza, fast food",750.0,3.5
Donne Biriyani Mane,basaveshwara nagar,biryani,300.0,3.8
Sloshed,basaveshwara nagar,"arabian, chinese, continental, north indian, finger food",1200.0,3.9
Kanti Sweets,basaveshwara nagar,"mithai, street food",400.0,3.7
Cafe Coffee Day,basaveshwara nagar,"cafe, fast food",900.0,2.9
Planet I Bar,basaveshwara nagar,"continental, chinese, north indian, finger food",1200.0,3.6
Thindi Palace,basaveshwara nagar,"north indian, south indian, chinese",600.0,3.1
Priyadarshini Grand,basaveshwara nagar,"south indian, north indian, chinese, street food",400.0,4.0
Sri Maruthi Hotel,basaveshwara nagar,south indian,300.0,3.9
Davanagere Butter Dosa Hotel,basaveshwara nagar,south indian,150.0,3.7
Bangarpet Chats,basaveshwara nagar,street food,100.0,3.5
Srinidhi Donne Biryani,basaveshwara nagar,biryani,300.0,3.2
Tango,basaveshwara nagar,fast food,200.0,3.8
Chandus Hotel,basaveshwara nagar,south indian,200.0,3.0
Karnataka Biryani Point,basaveshwara nagar,biryani,200.0,3.3
A1 Ambur Dum Biryani And Parota Centre,basaveshwara nagar,biryani,300.0,3.2
Hamsa Sagar,basaveshwara nagar,"south indian, chinese",150.0,3.2
Hydrabad Biryani House,malleshwaram,"biryani, north indian",400.0,3.6
Jay Bhavani,vijay nagar,"north indian, street food, pizza",400.0,3.6
Olive Tree,magadi road,"north indian, south indian, chinese",700.0,3.8
Sagar,vijay nagar,"south indian, north indian, chinese",500.0,3.6
Rajanna Military Hotel,magadi road,biryani,300.0,3.7
Udupi Upachar,magadi road,"south indian, north indian, chinese",250.0,3.3
Chillies Restaurant,majestic,"north indian, south indian, chinese",500.0,3.7
Neethus Kitchen & Restaurant,majestic,"north indian, chinese, south indian",400.0,2.9
Hotel Karavali,vijay nagar,"south indian, chinese",400.0,3.6
Hot Coffee,vijay nagar,south indian,100.0,3.9
Amantrana,magadi road,"north indian, south indian",800.0,3.2
New Udupi Grand Hotel,magadi road,"south indian, north indian, chinese",250.0,3.2
Akshatha Nati Style,vijay nagar,"south indian, chinese, north indian",500.0,3.7
Utsava Grand,majestic,"south indian, north indian, chinese",300.0,3.6
Wood Rose,seshadripuram,"north indian, chinese, continental",1000.0,3.3
Hare Krishna,majestic,"north indian, south indian, chinese",300.0,2.9
Pavana Veg Restaurant,majestic,"north indian, south indian, chinese, street food",300.0,3.1
Indian Chicken Biryani Point,vijay nagar,biryani,250.0,3.1
Dosa Cafe,vijay nagar,south indian,80.0,3.4
Hotel Shri Raghavendra,majestic,"south indian, north indian",150.0,3.0
Donne Biriyani Mane,majestic,"biryani, chinese, north indian",300.0,2.8
Karnataka Briyani point,peenya,"north indian, chinese",300.0,3.2
Jameela Hotel,magadi road,biryani,200.0,3.3
Swathi Greenland,vijay nagar,"andhra, north indian, chinese",800.0,3.7
Cafe Coffee Day,residency road,"cafe, fast food",900.0,3.0
FreshMenu,central bangalore,"continental, asian, healthy food, burger, biryani, pizza, italian, fast food",450.0,3.6
Chai Point,mg road,"fast food, beverages",250.0,3.9
Keventers,brigade road,"beverages, desserts, ice cream",400.0,3.6
Five Star Chicken,wilson garden,fast food,200.0,3.5
Lassi Shop,seshadripuram,"beverages, ice cream",200.0,3.3
Cafe Coffee Day,seshadripuram,"cafe, fast food",900.0,2.8
Ibaco,frazer town,"desserts, ice cream",300.0,3.7
Kolkata Famous Kati Rolls,frazer town,"rolls, street food",200.0,3.4
Sai Super Sandwich,banashankari,"sandwich, beverages",200.0,3.2
Iyengars' Bakery,richmond road,"bakery, fast food",200.0,3.4
Gelato Italiano,residency road,"ice cream, bakery, desserts",200.0,3.2
Keventers,lavelle road,"beverages, desserts, ice cream",400.0,3.9
Ibaco,brigade road,"desserts, ice cream",300.0,4.0
RS Shiv Sagar Express,residency road,"south indian, north indian, chinese, fast food",300.0,4.0
eat.fit,church street,"healthy food, north indian, biryani, continental, desserts",300.0,4.1
Swasthaa,sanjay nagar,"continental, desserts, italian, japanese, mexican, north indian, south indian",600.0,3.4
Zoey's,sarjapur road,"fast food, italian, continental",600.0,4.3
Creamvilla,sarjapur road,"cafe, desserts, ice cream",600.0,3.9
Ella's Petscape Cafe,sarjapur road,"cafe, fast food, sandwich, pizza",700.0,4.0
Chef Baker's,bellandur,"bakery, fast food, pizza, burger",600.0,3.6
Cuppa,bellandur,"fast food, street food, beverages",400.0,3.7
Costa Coffee,bellandur,cafe,500.0,3.0
eat.fit,bellandur,"healthy food, north indian, biryani, continental, desserts",500.0,4.4
FreshMenu,east bangalore,"continental, asian, healthy food, burger, biryani, pizza, italian, fast food",450.0,3.3
Kolkata Rolls & Fast food,hsr,"rolls, fast food",200.0,3.6
Bangalore Agarwal Bhavan,sarjapur road,"north indian, street food, mithai",300.0,3.5
